Movie Name,Release Date,Opening Day,Opening Weekend,End of Week 1,Lifetime,,,
Yeh Hai India,24-May-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Gunwali Dulhaniya,17-May-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Savdhan Ek Adbhut Kahaani,17-May-19,0 Cr N.A,0 Cr N.A,0.005 Cr,0,,,
De De Pyaar De,17-May-19,10.41 Cr,38.54 Cr,61.05 Cr,103,,,
Chhota Bheem: Kung Fu Dhamaka,10-May-19,0 Cr N.A,1.77 Cr,2.60 Cr,3.6,,,
Pok??mon Detective Pikachu (English),10-May-19,1 Cr,4.45 Cr,7.45 Cr,12,,,
Never Give Up,10-May-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Chhal,10-May-19,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Student Of The Year 2,10-May-19,12.06 Cr,38.83 Cr,56.83 Cr,69,,,
1978 ?€? A Teen Night Out,03-May-19,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Blank,03-May-19,0.97 Cr,3.72 Cr,5.11 Cr,5.1,,,
3rd Eye,03-May-19,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Setters,03-May-19,0.15 Cr,0 Cr N.A,0.55 Cr,0.5,,,
Hansaa ?€? Ek Sanyog,03-May-19,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Tarpan,26-Apr-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Avengers: Endgame (English),26-Apr-19,53.10 Cr,157.2 Cr,260.40 Cr,373,,,
Sanjana,26-Apr-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
UP Police Rudra,26-Apr-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
The Curse of the Weeping Woman (English),17-Apr-19,0.75 Cr,4.90 Cr,6.95 Cr,6.9,,,
Kalank,17-Apr-19,21.60 Cr,62.75 Cr,73.70 Cr,80,,,
Hellboy (English),12-Apr-19,0.9 Cr,2.70 Cr,3.62 Cr,3.6,,,
Blackboard v/s Whiteboard,12-Apr-19,0 Cr N.A,0 Cr N.A,0.06 Cr,0,,,
Ek Hakikat Ganga,12-Apr-19,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
The Tashkent Files,12-Apr-19,0.40 Cr,2.20 Cr,3.50 Cr,17,,,
Albert Pinto Ko Gussa Kyun Aaata Hai?,12-Apr-19,0 Cr N.A,0 Cr N.A,0.05 Cr,0,,,
Paharganj ?€? The Little Amsterdam Of India,12-Apr-19,0 Cr N.A,0 Cr N.A,0.25 Cr,0.2,,,
Betiyon Ki Balle Balle,12-Apr-19,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Maa Purnagiri,12-Apr-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Gun Pe Done,12-Apr-19,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Chousar Firangi,05-Apr-19,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
No Fathers In Kashmir,05-Apr-19,0 Cr N.A,0 Cr N.A,0.09 Cr,0,,,
Romeo Akbar Walter,05-Apr-19,5.35 Cr,20.85 Cr,30 Cr,38,,,
Shazam (English),05-Apr-19,3 Cr,11.30 Cr,16.50 Cr,21,,,
Junglee,29-Mar-19,3.35 Cr,13.85 Cr,21.20 Cr,24,,,
Notebook,29-Mar-19,0.50 Cr,2.25 Cr,3.70 Cr,3.7,,,
Ram Ki Janmabhoomi,29-Mar-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Maharib,29-Mar-19,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Dumbo (English),29-Mar-19,0.85 Cr,4.65 Cr,6.70 Cr,6.7,,,
Railway Raju,29-Mar-19,0 Cr N.A,0 Cr N.A,0.005 Cr,0,,,
Gone Kesh,29-Mar-19,0 Cr N.A,0 Cr N.A,0.13 Cr,0.1,,,
Kesari,21-Mar-19,21.06 Cr,78.07 Cr,105.86 Cr,154,,,
How to Train Your Dragon ?€? The Hidden World (English),21-Mar-19,1.25 Cr,6.6 Cr,8.95 Cr,11,,,
Mard Ko Dard Nahi Hota,21-Mar-19,0.30 Cr,1.34 Cr,1.90 Cr,2,,,
Photograph,15-Mar-19,0.25 Cr,0.95 Cr,1.28 Cr,1.2,,,
Milan Talkies,15-Mar-19,0.10 Cr,0.40 Cr,0.52 Cr,0.5,,,
Sharma Ji Ki Lag Gai,15-Mar-19,0.01 Cr,0.03 Cr,0.07 Cr,0,,,
Merey Pyarey Prime Minister,15-Mar-19,0.07 Cr,0.27 Cr,0.39 Cr,0.3,,,
22 Yards,15-Mar-19,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Hamid,15-Mar-19,0.01 Cr,0.03 Cr,0.07 Cr,0,,,
Risknamaa,15-Mar-19,0 Cr N.A,0 Cr N.A,0.12 Cr,0.1,,,
Suspense,08-Mar-19,0 Cr N.A,0 Cr N.A,0.003 Cr,0,,,
Yeh SuhaagRaat Impossible,08-Mar-19,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Phir Ussi Mod Par,08-Mar-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Captain Marvel (English),08-Mar-19,12.75 Cr,40.71 Cr,56.41 Cr,84,,,
Badla,08-Mar-19,5.04 Cr,23.20 Cr,38 Cr,87,,,
Is She Raju?,08-Mar-19,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Sonchiriya,01-Mar-19,1.20 Cr,4.60 Cr,6.55 Cr,6.6,,,
Goopi Gawaiyaa Bagha Bajaiyaa,01-Mar-19,0 Cr N.A,0 Cr N.A,0.08 Cr,0,,,
Luka Chuppi,01-Mar-19,8.01 Cr,32.13 Cr,53.70 Cr,94,,,
Total Dhamaal,22-Feb-19,16.50 Cr,62.40 Cr,94.55 Cr,154,,,
Hum Chaar,15-Feb-19,0 Cr N.A,0 Cr N.A,0.19 Cr,0.1,,,
Facebook Wala Pyar,14-Feb-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Number Game,14-Feb-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Gully Boy,14-Feb-19,19.40 Cr,0 Cr N.A,100.30 Cr,140,,,
End Counter,08-Feb-19,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Khandala Nights,08-Feb-19,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Alita: Battle Angel (English),08-Feb-19,2.10 Cr,8.10 Cr,0 Cr N.A,8.1,,,
Dosti Ke Side Effectss,08-Feb-19,0 Cr N.A,0 Cr N.A,0.09 Cr,0,,,
Parking Closed,08-Feb-19,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Amavas,08-Feb-19,0.70 Cr,2.30 Cr,3 Cr,3,,,
Jhol,08-Feb-19,0 Cr N.A,0 Cr N.A,0.07 Cr,0,,,
S P Chauhan,07-Feb-19,0 Cr N.A,0 Cr N.A,0.08 Cr,0,,,
Ek Ladki Ko Dekha Toh Aisa Laga,01-Feb-19,2.90 Cr,11.83 Cr,17.19 Cr,20,,,
Picture Ki Cheerphad ?€? Papi Gudia,01-Feb-19,0 Cr N.A,0 Cr N.A,0.004 Cr,0,,,
Umakant Pandey Purus Ya?€?..?,01-Feb-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Thackeray,25-Jan-19,2.75 Cr,10.50 Cr,15.20 Cr,18,,,
Mansukh Chaturvedi Ki Atmakatha,25-Jan-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Pyar Kismat Or Jaipur Junction,25-Jan-19,0 Cr N.A,0 Cr N.A,0.004 Cr,0,,,
Manikarnika ?€? The Queen Of Jhansi,25-Jan-19,7.75 Cr,41.35 Cr,58.95 Cr,92,,,
Why Cheat India,18-Jan-19,1.71 Cr,6.80 Cr,8.45 Cr,8.6,,,
Bombairiya,18-Jan-19,0.02 Cr,0.06 Cr,0.14 Cr,0.1,,,
72 Hours,18-Jan-19,0 Cr N.A,0 Cr N.A,0.19 Cr,0.1,,,
Rangeela Raja,18-Jan-19,0.05 Cr,0.15 Cr,0.19 Cr,0.1,,,
Woh Jo Tha Ek Messiah Maulana Azad,18-Jan-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Little Boy,18-Jan-19,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Fraud Saiyaan,18-Jan-19,0.11 Cr,0.36 Cr,0.52 Cr,0.5,,,
Friendship,11-Jan-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
A Thin Line,11-Jan-19,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Falsafa ?€? The Other Side,11-Jan-19,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Pagal Kar Diya Toone,11-Jan-19,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
The Accidental Prime Minister,11-Jan-19,3.40 Cr,11.90 Cr,17.10 Cr,22,,,
Khamiyaza ?€? Journey Of A Common Man,11-Jan-19,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
706,11-Jan-19,0 Cr N.A,0 Cr N.A,0.006 Cr,0,,,
Uri ?€? The Surgical Strike,11-Jan-19,8.20 Cr,35.73 Cr,70.94 Cr,245,,,
Battalion 609,11-Jan-19,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Evening Shadows,11-Jan-19,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Kanpur Ke Sholay,04-Jan-19,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Bumblebee (English),04-Jan-19,1.3 Cr,5.47 Cr,7.66 Cr,7.6,,,
Salt Bridge,01-Jan-19,0 Cr N.A,0 Cr N.A,0.04 Cr,0,,,
Vanguard (English),25-Dec-20,0 Cr N.A,0 Cr N.A,0.11 Cr,0.1,,,
Shakeela,25-Dec-20,0 Cr N.A,0 Cr N.A,0.33 Cr,0.3,,,
Wonder Woman 1984 (English),24-Dec-20,1.45 Cr,7.74 Cr,9.96 Cr,18,,,
Indoo Ki Jawani,11-Dec-20,0.22 Cr,0.74 Cr,1.06 Cr,1,,,
Tenet (English),04-Dec-20,1.21 Cr,4.30 Cr,6.43 Cr,12,,,
Fastey Fasaatey,27-Nov-20,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Suraj Pe Mangal Bhari,15-Nov-20,0.85 Cr,0.85 Cr,2.32 Cr,3.9,,,
Bloodshot (English),13-Mar-20,0 Cr N.A,1.40 Cr,1.50 Cr,1.5,,,
Angrezi Medium,13-Mar-20,4.03 Cr,9.03 Cr,9.36 Cr,9.3,,,
Onward (English),06-Mar-20,0 Cr N.A,1.25 Cr,0 Cr N.A,1.8,,,
Careless,06-Mar-20,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Kaamyaab,06-Mar-20,0 Cr N.A,0.35 Cr,0.50 Cr,0.5,,,
Baaghi 3,06-Mar-20,17 Cr,52.50 Cr,87.50 Cr,93,,,
Most Common Budbak,06-Mar-20,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
The Invisible Man (English),28-Feb-20,0 Cr N.A,1.34 Cr,0 Cr N.A,1.3,,,
Sonic The Hedgehog (English),28-Feb-20,0 Cr N.A,0.92 Cr,0 Cr N.A,0.9,,,
Thappad,28-Feb-20,2.89 Cr,13.98 Cr,21.51 Cr,30,,,
Kehta Hai Yeh Dil,28-Feb-20,0 Cr N.A,0 Cr N.A,0.007 Cr,0,,,
Teen Muhurat,28-Feb-20,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Cookie,28-Feb-20,0 Cr N.A,0 Cr N.A,0.05 Cr,0,,,
Haunted Hills,28-Feb-20,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
Doordarshan,28-Feb-20,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Rizwan,28-Feb-20,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Guns Of Banaras,28-Feb-20,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
?€?O?€? Pushpa I Hate Tears,28-Feb-20,0 Cr N.A,0 Cr N.A,0.004 Cr,0,,,
Shubh Mangal Zyada Saavdhan,21-Feb-20,9.55 Cr,32.66 Cr,44.84 Cr,60,,,
Sar Chadta Nasha,21-Feb-20,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
BHOOT: Part One ?€? The Haunted Ship,21-Feb-20,5.10 Cr,16.36 Cr,24.18 Cr,31,,,
The Hundred Bucks,21-Feb-20,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
A Game Called Relationship,14-Feb-20,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Love Aaj Kal,14-Feb-20,12 Cr,26 Cr,32.60 Cr,34,,,
Barbaad,14-Feb-20,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Khawab Sare Jhoothey,14-Feb-20,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Malang,07-Feb-20,6.71 Cr,25.36 Cr,39.65 Cr,58,,,
Little Women (English),07-Feb-20,0 Cr N.A,0.60 Cr,0.80 Cr,0.9,,,
Birds of Prey (English),07-Feb-20,0.75 Cr,3 Cr,4.20 Cr,5.3,,,
Kaanchli Life in a Slough,07-Feb-20,0 Cr N.A,0 Cr N.A,0.007 Cr,0,,,
Shikara,07-Feb-20,1.20 Cr,4.95 Cr,6.70 Cr,8.1,,,
Taanashah,07-Feb-20,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Hacked,07-Feb-20,0.28 Cr,1.06 Cr,1.75 Cr,1.7,,,
Yahan Sabhi Gyani Hain,07-Feb-20,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Sabne Bana Di Jodi,31-Jan-20,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Bad Boys for Life (English),31-Jan-20,1 Cr,4 Cr,6 Cr,7.1,,,
Happy Hardy And Heer,31-Jan-20,0.03 Cr,0.11 Cr,0.13 Cr,0.1,,,
Gul Makai,31-Jan-20,0.03 Cr,0.09 Cr,0.11 Cr,0.1,,,
Jawaani Jaaneman,31-Jan-20,3.24 Cr,12.83 Cr,20.21 Cr,28,,,
Run Zindagi Run,31-Jan-20,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Jojo Rabbit (English),31-Jan-20,0 Cr N.A,0.60 Cr,1.60 Cr,3.4,,,
Parasite (English),31-Jan-20,0 Cr N.A,0.35 Cr,0.90 Cr,2.3,,,
Bhagya Vidhata,31-Jan-20,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Pagleaazam,31-Jan-20,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Shaheed Chandra Shekhar Azad,24-Jan-20,0 Cr N.A,0 Cr N.A,0.003 Cr,0,,,
Street Dancer 3D,24-Jan-20,9.50 Cr,39 Cr,52.94 Cr,68,,,
Panga,24-Jan-20,2.70 Cr,14.91 Cr,21.36 Cr,28,,,
Awasaan,17-Jan-20,0 Cr N.A,0 Cr N.A,0.002 Cr,0,,,
1917 (English),17-Jan-20,0.38 Cr,2 Cr,3.37 Cr,9.9,,,
Just Mercy (English),17-Jan-20,0 Cr N.A,0.14 Cr,0.19 Cr,0.1,,,
A Beautiful Day in the Neighborhood (English),17-Jan-20,0 Cr N.A,0.30 Cr,0.40 Cr,0.4,,,
Six Plus One 2,17-Jan-20,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Adventure Kids,17-Jan-20,0 Cr N.A,0 Cr N.A,0.003 Cr,0,,,
Dolittle (English),17-Jan-20,1.20 Cr,4.90 Cr,6.35 Cr,8.1,,,
Bunker,17-Jan-20,0 Cr N.A,0 Cr N.A,0.20 Cr,0.2,,,
Jai Mummy Di,17-Jan-20,0.45 Cr,1.77 Cr,2.50 Cr,2.5,,,
Chhapaak,10-Jan-20,4.77 Cr,19.02 Cr,28.38 Cr,34,,,
Tanhaji ?€? The Unsung Warrior,10-Jan-20,15.10 Cr,61.75 Cr,118.91 Cr,279,,,
Pyar Banaam Khap Panchayat,10-Jan-20,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Darbar,09-Jan-20,1.17 Cr,2.85 Cr,3.79 Cr,3.8,,,
Bombshell (English),03-Jan-20,0.20 Cr,0.72 Cr,1 Cr,1,,,
ACID ?€? Astounding Courage In Distress,03-Jan-20,0 Cr N.A,0 Cr N.A,0.003 Cr,0,,,
The Grudge (English),03-Jan-20,0.40 Cr,1.35 Cr,1.75 Cr,1.7,,,
Sab Kushal Mangal,03-Jan-20,0.15 Cr,0.45 Cr,0.45 Cr,0.4,,,
Bhangra Paa Le,03-Jan-20,0.18 Cr,0.52 Cr,0.52 Cr,0.5,,,
English Ki Taay Taay Fisss?€?,03-Jan-20,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Antervyathaa,03-Jan-20,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Shimla Mirchi,03-Jan-20,0.01 Cr,0.03 Cr,0.03 Cr,0,,,
Sing 2 (English),31-Dec-21,0 Cr N.A,0 Cr N.A,0.40 Cr,0.4,,,
83,24-Dec-21,12.64 Cr,47 Cr,71.87 Cr,109,,,
The Matrix Resurrections (English),22-Dec-21,0.80 Cr,0 Cr N.A,4.28 Cr,4.6,,,
Pushpa: The Rise ?€? Part 1,17-Dec-21,3.33 Cr,12.68 Cr,26.89 Cr,108,,,
Spider-Man ?€? No Way Home (English),16-Dec-21,32.67 Cr,108.37 Cr,148.07 Cr,218,,,
Chandigarh Kare Aashiqui,10-Dec-21,3.75 Cr,14.53 Cr,22.61 Cr,28,,,
Tadap,03-Dec-21,4.05 Cr,13.52 Cr,21.04 Cr,26,,,
Resident Evil: Welcome to Raccoon City (English),03-Dec-21,0.20 Cr,0.74 Cr,1.08 Cr,1.1,,,
Antim ?€? The Final Truth,26-Nov-21,5.03 Cr,18.61 Cr,29.35 Cr,39,,,
Satyameva Jayate 2,25-Nov-21,3.22 Cr,9.76 Cr,12.65 Cr,13,,,
Bunty Aur Babli 2,19-Nov-21,2.60 Cr,8.30 Cr,11.15 Cr,12,,,
Ghostbusters: Afterlife (English),19-Nov-21,0 Cr N.A,0 Cr N.A,0.64 Cr,0.6,,,
Ye Mard Bechara,19-Nov-21,0 Cr N.A,0 Cr N.A,0.04 Cr,0,,,
Spencer (English),19-Nov-21,0 Cr N.A,0 Cr N.A,0.17 Cr,0.1,,,
Shubh Raatri,19-Nov-21,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Last Night in Soho (English),12-Nov-21,0 Cr N.A,0 Cr N.A,0.18 Cr,0.1,,,
Sooryavanshi,05-Nov-21,26.29 Cr,77.08 Cr,120.66 Cr,196,,,
Eternals (English),05-Nov-21,7.35 Cr,19.15 Cr,27.45 Cr,37,,,
Dune (English),22-Oct-21,0 Cr N.A,0 Cr N.A,3.54 Cr,4.2,,,
Venom ?€? Let There Be Carnage (English),14-Oct-21,2.88 Cr,12.16 Cr,16.21 Cr,23,,,
No Time To Die (English),30-Sep-21,2.24 Cr,11.13 Cr,14.97 Cr,18,,,
Jungle Cruise (English),24-Sep-21,0.66 Cr,2.81 Cr,4.21 Cr,4.2,,,
Don?€?t Breathe 2 (English),17-Sep-21,0 Cr N.A,0 Cr N.A,1.26 Cr,1.2,,,
Thalaivii,10-Sep-21,0.32 Cr,1.07 Cr,1.46 Cr,1.4,,,
Fast And Furious 9: The Fast Saga (English),03-Sep-21,1.92 Cr,7.66 Cr,10.91 Cr,13,,,
Shang-Chi and the Legend of the Ten Rings (English),02-Sep-21,2.97 Cr,10.61 Cr,15.28 Cr,23,,,
Chehre,27-Aug-21,0.40 Cr,1.70 Cr,2.55 Cr,2.5,,,
Bellbottom,19-Aug-21,2.75 Cr,12.75 Cr,18.55 Cr,30,,,
Radhe ?€? Your Most Wanted Bhai,13-May-21,0.001 Cr,0.006 Cr,0 Cr N.A,0,,,
Saina,26-Mar-21,0.15 Cr,0.68 Cr,1.16 Cr,1.1,,,
Godzilla Vs Kong (English),25-Mar-21,6.40 Cr,28.96 Cr,40.07 Cr,46,,,
Mumbai Saga,19-Mar-21,2.82 Cr,8.74 Cr,13.43 Cr,16,,,
Sandeep Aur Pinky Faraar,19-Mar-21,0.06 Cr,0.25 Cr,0.35 Cr,0.3,,,
Time To Dance,12-Mar-21,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Fauji Calling,11-Mar-21,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.1,,,
Roohi,11-Mar-21,3.06 Cr,12.58 Cr,17.43 Cr,23,,,
Tank Cleaner,05-Mar-21,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Jeene Ki Umeed Tumse Hi,05-Mar-21,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Maassab,26-Feb-21,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Tuesdays And Fridays,19-Feb-21,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.2,,,
Bolo Hau,19-Feb-21,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Sakshi,12-Feb-21,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Omprakash Zindabad,05-Feb-21,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Cheer Haran,29-Jan-21,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Madam Chief Minister,22-Jan-21,0.05 Cr,0 Cr N.A,0.36 Cr,0.3,,,
Master,14-Jan-21,0 Cr N.A,0 Cr N.A,3.77 Cr,4.7,,,
12 ?€?O?€? Clock,08-Jan-21,0 Cr N.A,0 Cr N.A,0.11 Cr,0.1,,,
Kaagaz,07-Jan-21,0 Cr N.A,0 Cr N.A,0.005 Cr,0,,,
Ramprasad Ki Tehrvi,01-Jan-21,0.08 Cr,0.17 Cr,0.27 Cr,0.2,,,
Dedh Lakh Ka Dulha,30-Dec-22,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Big Dhamaka,23-Dec-22,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Cirkus,23-Dec-22,6.25 Cr,20.85 Cr,27.95 Cr,35,,,
Anokhi,23-Dec-22,0 Cr N.A,0 Cr N.A,0.005 Cr,0,,,
Smayra,16-Dec-22,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Ajay Wardhan,16-Dec-22,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Trahimam,16-Dec-22,0 Cr N.A,0 Cr N.A,0.005 Cr,0,,,
Avatar: The Way of Water (English),16-Dec-22,40 Cr,127 Cr,182.85 Cr,378,,,
Maarrich,09-Dec-22,0.05 Cr,0.18 Cr,0.35 Cr,0.3,,,
Vadh,09-Dec-22,0.10 Cr,0.34 Cr,0 Cr N.A,0.6,,,
Life Is Good!,09-Dec-22,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Salaam Venky,09-Dec-22,0.20 Cr,0.85 Cr,0 Cr N.A,1.2,,,
Shadow Assassins,09-Dec-22,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Vijayanand,09-Dec-22,0 Cr N.A,0 Cr N.A,1 Cr,1,,,
Khatra Dangerous,09-Dec-22,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Josef ?€? Born in Grace,09-Dec-22,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
An Action Hero,02-Dec-22,1.31 Cr,5.99 Cr,8.19 Cr,10,,,
Bodies Bodies Bodies (English),25-Nov-22,0 Cr N.A,0 Cr N.A,0.08 Cr,0,,,
Bhediya,25-Nov-22,7.48 Cr,28.55 Cr,42.05 Cr,66,,,
Strange World (English),25-Nov-22,0 Cr N.A,0 Cr N.A,0.30 Cr,0.3,,,
Kora Kagazz,25-Nov-22,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Mister Mummy,18-Nov-22,0.02 Cr,0.06 Cr,0.10 Cr,0.1,,,
Smile (English),18-Nov-22,0 Cr N.A,0 Cr N.A,0.32 Cr,0.3,,,
Drishyam 2,18-Nov-22,15.38 Cr,64.14 Cr,104.66 Cr,240,,,
The Menu (English),18-Nov-22,0 Cr N.A,0 Cr N.A,0.35 Cr,0.3,,,
She Said (English),18-Nov-22,0 Cr N.A,0 Cr N.A,0.15 Cr,0.1,,,
Kartoot,11-Nov-22,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Bal Naren,11-Nov-22,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Rocket Gang,11-Nov-22,0 Cr N.A,0 Cr N.A,0.25 Cr,0.2,,,
Uunchai,11-Nov-22,1.81 Cr,10.16 Cr,17.02 Cr,34,,,
Anth The End,11-Nov-22,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Badhai Ho Beti Huee Hai,11-Nov-22,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Black Panther: Wakanda Forever (English),11-Nov-22,11.96 Cr,39.20 Cr,51.50 Cr,69,,,
Mili,04-Nov-22,0.40 Cr,1.55 Cr,2.24 Cr,2.2,,,
Double XL,04-Nov-22,0.15 Cr,0.49 Cr,0.60 Cr,0.6,,,
"Lyle, Lyle, Crocodile (English)",04-Nov-22,0 Cr N.A,0 Cr N.A,1 Cr,1,,,
Banaras,04-Nov-22,0 Cr N.A,0 Cr N.A,0.40 Cr,0.4,,,
Dhoop Chhaon,04-Nov-22,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Phone Bhoot,04-Nov-22,2.05 Cr,7.70 Cr,12.76 Cr,14,,,
Ramrajya,04-Nov-22,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Tara vs Bilal,28-Oct-22,0 Cr N.A,0 Cr N.A,0 Cr N.A,0,,,
Thank God,25-Oct-22,8.10 Cr,28.78 Cr,32.79 Cr,34,,,
Ram Setu,25-Oct-22,15.25 Cr,55.48 Cr,63.87 Cr,71,,,
Black Adam (English),20-Oct-22,6.80 Cr,23.50 Cr,34.13 Cr,48,,,
Mid Day Meeal,14-Oct-22,0 Cr N.A,0 Cr N.A,0.25 Cr,0.2,,,
Aye Zindagi,14-Oct-22,0 Cr N.A,0 Cr N.A,0.05 Cr,0,,,
Doctor G,14-Oct-22,3.87 Cr,15.03 Cr,21.95 Cr,26,,,
Modi Ji Ki Beti,14-Oct-22,0 Cr N.A,0 Cr N.A,0.03 Cr,0,,,
Love You Loktantra,14-Oct-22,0 Cr N.A,0 Cr N.A,0.04 Cr,0,,,
Kahani Rubber Band Ki,14-Oct-22,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
Jaggu Ki Lalten,14-Oct-22,0 Cr N.A,0 Cr N.A,0.10 Cr,0.1,,,
Code Name: Tiranga,14-Oct-22,0.15 Cr,0.46 Cr,0.70 Cr,0.7,,,
Kantara,14-Oct-22,1.27 Cr,7.52 Cr,15 Cr,79,,,
Hindutva,07-Oct-22,0 Cr N.A,0 Cr N.A,0.40 Cr,0.4,,,
Nazar Andaaz,07-Oct-22,0 Cr N.A,0 Cr N.A,0.001 Cr,0,,,
Chakki,07-Oct-22,0 Cr N.A,0 Cr N.A,0.02 Cr,0,,,
The Ghost,07-Oct-22,0 Cr N.A,0 Cr N.A,1.25 Cr,1.2,,,
Goodbye,07-Oct-22,0.93 Cr,3.78 Cr,5.61 Cr,6.3,,,
Aa Bhi Ja O Piya,07-Oct-22,0 Cr N.A,0 Cr N.A,0.01 Cr,0,,,
Godfather,05-Oct-22,1.61 Cr,6.56 Cr,9.03 Cr,10,,,
Ponniyin Selvan: Part-1,30-Sep-22,1.85 Cr,7.60 Cr,14.25 Cr,25,,,
Vikram Vedha,30-Sep-22,10.58 Cr,36.94 Cr,58.57 Cr,78,,,
